City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Neiafu,TO,2022-09-17 05:23:13,-18.65,-173.9833,81.28,78,40,5.75
295,Beira,MZ,2022-09-17 05:23:13,-19.8436,34.8389,71.69,88,75,4.61
296,Vila,PT,2022-09-17 05:23:13,42.0304,-8.1588,52.7,93,93,3.96
297,Isangel,VU,2022-09-17 05:22:48,-19.55,169.2667,75.74,71,85,13.96
298,Hami,CN,2022-09-17 05:23:14,42.8,93.45,77.47,11,0,2.13
299,Coihaique,CL,2022-09-17 05:23:14,-45.5752,-72.0662,30.81,86,0,2.3
300,Trincomalee,LK,2022-09-17 05:23:15,8.5711,81.2335,88.32,57,84,11.92
301,Harboore,DK,2022-09-17 05:23:16,56.6175,8.1807,54.14,82,97,9.62
302,Saldanha,ZA,2022-09-17 05:23:16,-33.0117,17.9442,50.05,88,92,9.19
303,Leon,MX,2022-09-17 05:20:35,21.1167,-101.6667,66.25,78,79,6.8
304,Mercedes,AR,2022-09-17 05:23:17,-34.6515,-59.4307,62.78,83,100,12.26
305,Abu Zabad,SD,2022-09-17 05:23:17,12.35,29.25,72.41,86,100,9.95
306,Floriano,BR,2022-09-17 05:18:30,-6.7669,-43.0225,76.8,39,68,3.96
307,Kahului,US,2022-09-17 05:23:18,20.8947,-156.47,80.83,68,0,7.0
308,Victoria,HK,2022-09-17 05:21:41,22.2855,114.1577,93.96,60,5,8.01
309,Kota,IN,2022-09-17 05:23:18,25.1833,75.8333,84.67,66,17,10.07
310,Kajaani,FI,2022-09-17 05:23:19,64.2273,27.7285,48.25,93,100,4.61
311,Auki,SB,2022-09-17 05:23:19,-8.7676,160.7034,84.36,68,41,1.14
312,Zhuhai,CN,2022-09-17 05:23:19,22.2769,113.5678,101.86,70,20,10.36
313,Constitucion,CL,2022-09-17 05:23:20,-35.3333,-72.4167,53.31,94,100,7.94
314,Nome,US,2022-09-17 05:20:46,64.5011,-165.4064,50.07,82,100,36.82
315,Husavik,IS,2022-09-17 05:23:21,66.0449,-17.3389,42.1,90,100,5.84
316,Zaraza,VE,2022-09-17 05:23:21,9.3503,-65.3245,72.27,97,97,2.62
317,Porto Santo,PT,2022-09-17 05:23:22,33.072,-16.3415,73.78,88,75,14.97
318,Gamba,GA,2022-09-17 05:23:22,-2.65,10.0,73.4,88,97,3.15
319,Tautira,PF,2022-09-17 05:24:23,-17.7333,-149.15,77.11,67,17,22.77
320,Bethel,US,2022-09-17 05:24:23,41.3712,-73.414,62.65,84,20,3.44
321,Senador Jose Porfirio,BR,2022-09-17 05:24:24,-2.5908,-51.9542,74.91,85,36,7.0
322,Lompoc,US,2022-09-17 05:22:37,34.6391,-120.4579,59.02,92,40,9.22
323,Roma,US,2022-09-17 05:22:05,43.2128,-75.4557,57.87,93,0,1.01
324,Sioux Lookout,CA,2022-09-17 05:24:25,50.1001,-91.917,50.07,100,100,4.61
325,Tommot,RU,2022-09-17 05:24:25,58.9564,126.2925,54.7,46,45,3.36
326,Kotido,UG,2022-09-17 05:24:25,2.9806,34.1331,71.4,55,4,8.86
327,Isabela,PH,2022-09-17 05:24:26,6.7085,121.9711,87.85,63,80,5.01
328,Anjangaon,IN,2022-09-17 05:24:26,21.1631,77.3094,82.31,77,83,9.04
329,Ancud,CL,2022-09-17 05:24:27,-41.8697,-73.8203,37.22,78,47,6.85
330,Khanpur,PK,2022-09-17 05:24:27,28.6453,70.6567,92.48,43,0,15.79
331,Tanda,IN,2022-09-17 05:24:27,26.55,82.65,82.49,82,100,10.18
332,Vardo,NO,2022-09-17 05:24:28,70.3705,31.1107,48.18,93,100,26.46
333,Kargasok,RU,2022-09-17 05:24:28,59.0556,80.8572,54.3,71,97,3.31
334,Maceio,BR,2022-09-17 05:19:29,-9.6658,-35.7353,67.44,100,0,1.14
335,Ayr,GB,2022-09-17 05:24:29,55.4627,-4.6339,44.31,93,0,2.3
336,Sao Felix Do Xingu,BR,2022-09-17 05:24:30,-6.6447,-51.995,80.31,52,96,1.88
337,Casale Monferrato,IT,2022-09-17 05:24:30,45.1334,8.4571,63.86,74,23,9.86
338,Mayo,US,2022-09-17 05:24:30,38.8876,-76.5119,67.95,94,0,3.44
339,Namie,JP,2022-09-17 05:24:31,37.4833,141.0,87.55,70,100,1.01
340,Touros,BR,2022-09-17 05:24:32,-5.1989,-35.4608,72.12,84,15,10.89
341,Mankera,PK,2022-09-17 05:24:32,31.3866,71.4407,92.14,38,0,6.49
342,La Plaine,DM,2022-09-17 05:24:32,15.3333,-61.25,78.44,84,91,15.03
343,Pitsunda,GE,2022-09-17 05:24:33,43.1592,40.3378,69.98,59,82,4.9
344,Umea,SE,2022-09-17 05:24:33,63.8284,20.2597,49.93,100,100,8.05
345,Chacaltianguis,MX,2022-09-17 05:24:34,18.3333,-95.8333,73.27,98,100,8.55
346,Hovd,MN,2022-09-17 05:24:34,48.0056,91.6419,49.53,50,83,8.77
347,Kangaatsiaq,GL,2022-09-17 05:24:35,68.3065,-53.4641,39.56,81,99,8.79
348,Novobirilyussy,RU,2022-09-17 05:24:35,56.9514,90.6661,55.67,58,70,2.8
349,Chongqing,CN,2022-09-17 05:22:05,29.5628,106.5528,91.72,62,40,4.47
350,Am Timan,TD,2022-09-17 05:24:36,11.0297,20.2827,71.38,96,100,5.08
351,Hasaki,JP,2022-09-17 05:20:59,35.7333,140.8333,90.28,68,100,7.45
352,Ahuimanu,US,2022-09-17 05:24:36,21.4447,-157.8378,79.86,86,100,5.75
353,Malvern,US,2022-09-17 05:24:37,34.3623,-92.813,72.32,81,0,3.83
354,Namatanai,PG,2022-09-17 05:24:37,-3.6667,152.4333,85.28,61,48,10.51
355,Coria,ES,2022-09-17 05:24:37,39.9879,-6.5377,64.45,65,6,3.18
356,Karratha,AU,2022-09-17 05:24:38,-20.7377,116.8463,85.03,23,31,14.25
357,Cayenne,GF,2022-09-17 05:24:38,4.9333,-52.3333,75.24,94,0,1.14
358,Souillac,MU,2022-09-17 05:24:39,-20.5167,57.5167,75.58,69,75,14.97
359,Alekseyevsk,RU,2022-09-17 05:24:39,57.8406,108.3492,52.95,56,89,9.24
360,Luau,AO,2022-09-17 05:24:39,-10.7073,22.2247,73.24,36,100,3.11
361,Punta Gorda,US,2022-09-17 05:25:40,26.9298,-82.0454,75.25,96,0,3.0
362,Daru,PG,2022-09-17 05:25:09,-9.0763,143.2092,81.39,79,100,7.49
363,Forestville,US,2022-09-17 05:25:40,38.8451,-76.875,65.05,93,0,0.0
364,Albanel,CA,2022-09-17 05:25:41,48.8832,-72.4487,42.94,87,1,6.91
365,General Macarthur,PH,2022-09-17 05:25:41,11.2464,125.5394,91.31,53,20,9.08
366,Gornozavodsk,RU,2022-09-17 05:25:42,58.3758,58.3211,54.0,63,77,7.14
367,Santa Rosa,PH,2022-09-17 05:25:42,14.3122,121.1114,90.01,61,71,15.17
368,Atar,MR,2022-09-17 05:25:42,20.5169,-13.0499,81.5,35,3,9.44
369,Abnub,EG,2022-09-17 05:25:43,27.2696,31.1511,74.26,53,0,3.49
370,Pisco,PE,2022-09-17 05:25:44,-13.7,-76.2167,59.05,88,20,5.75
371,Manokwari,ID,2022-09-17 05:25:44,-0.8667,134.0833,77.11,84,100,8.63
372,Russell,US,2022-09-17 05:25:44,32.3502,-85.1999,70.83,71,0,5.01
373,Khor,RU,2022-09-17 05:25:45,47.8861,134.9464,58.21,98,100,6.53
374,Weiser,US,2022-09-17 05:25:45,44.251,-116.9693,65.89,49,77,5.01
375,Nikki,BJ,2022-09-17 05:25:46,9.9401,3.2108,71.47,92,91,6.93
376,Bilibino,RU,2022-09-17 05:25:46,68.0546,166.4372,34.68,72,100,10.85
377,Payo,ID,2022-09-17 05:25:46,-3.7508,103.6372,91.11,47,87,3.29
378,Seka,TH,2022-09-17 05:25:47,17.9285,103.9552,85.24,73,93,6.04
379,Libreville,GA,2022-09-17 05:25:47,0.3925,9.4537,75.0,87,100,7.65
380,Alofi,NU,2022-09-17 05:25:48,-19.0595,-169.9187,78.69,73,0,5.75
381,Honningsvag,NO,2022-09-17 05:25:48,70.9821,25.9704,46.15,93,100,25.32
382,Srednekolymsk,RU,2022-09-17 05:25:49,67.45,153.6833,38.7,63,98,8.59
383,Aras,ES,2022-09-17 05:25:49,42.5617,-2.356,57.61,67,100,2.3
384,Waingapu,ID,2022-09-17 05:25:49,-9.6567,120.2641,88.2,49,48,11.61
385,Talnakh,RU,2022-09-17 05:23:02,69.4865,88.3972,36.21,75,90,5.35
386,Brainerd,US,2022-09-17 05:25:50,46.358,-94.2008,66.15,88,75,3.44
387,Umm Lajj,SA,2022-09-17 05:25:50,25.0213,37.2685,84.29,51,4,12.44
388,Sarangani,PH,2022-09-17 05:25:51,5.4033,125.4636,84.4,70,100,11.5
389,Grand Gaube,MU,2022-09-17 05:25:51,-20.0064,57.6608,75.6,63,1,8.01
390,Kemijarvi,FI,2022-09-17 05:25:52,66.7131,27.4306,46.69,96,100,11.16
391,Marawi,PH,2022-09-17 05:25:52,7.9986,124.2928,86.41,47,85,3.89
392,Pulandian,CN,2022-09-17 05:25:53,39.3953,121.9669,76.8,68,14,9.26
393,Homer,US,2022-09-17 05:21:35,59.6425,-151.5483,53.49,71,100,8.05
394,Maua,BR,2022-09-17 05:25:53,-23.6678,-46.4614,57.36,94,92,7.47
395,Springbok,ZA,2022-09-17 05:25:54,-29.6643,17.8865,52.32,49,31,3.78
396,Mareeba,AU,2022-09-17 05:25:54,-17.0,145.4333,90.45,44,3,9.91
397,Sur,OM,2022-09-17 05:25:55,22.5667,59.5289,91.22,50,54,4.25
398,Maumere,ID,2022-09-17 05:25:55,-8.6199,122.2111,85.48,59,90,4.54
399,Makurdi,NG,2022-09-17 05:25:55,7.7411,8.5121,72.39,98,100,3.76
400,Port-Gentil,GA,2022-09-17 05:21:40,-0.7193,8.7815,76.96,83,100,12.66
401,Sabang,ID,2022-09-17 05:25:56,5.8933,95.3214,82.36,77,95,21.72
402,Deep River,CA,2022-09-17 05:21:16,46.1001,-77.4995,47.95,67,89,1.59
403,Kalmunai,LK,2022-09-17 05:25:57,7.4167,81.8167,86.18,61,19,5.53
404,Barcelona,ES,2022-09-17 05:24:30,41.3888,2.159,70.54,67,20,12.66
405,Bandarbeyla,SO,2022-09-17 05:25:22,9.4942,50.8122,81.48,65,57,24.96
406,Sovkhoznyy,RU,2022-09-17 05:25:57,45.2946,38.1138,70.3,78,93,4.94
407,Faya,SA,2022-09-17 05:25:58,18.3851,42.4509,72.12,29,34,6.44
408,Half Moon Bay,US,2022-09-17 05:26:08,37.4636,-122.4286,61.79,83,40,20.71
409,Port Hawkesbury,CA,2022-09-17 05:26:58,45.6169,-61.3485,51.62,90,100,19.57
410,Vila Franca Do Campo,PT,2022-09-17 05:26:59,37.7167,-25.4333,70.2,92,79,5.73
411,Iskateley,RU,2022-09-17 05:26:59,67.6803,53.1512,50.18,85,99,8.03
412,Jumla,NP,2022-09-17 05:27:00,29.2747,82.1838,67.75,77,96,3.53
413,Tadine,NC,2022-09-17 05:27:00,-21.55,167.8833,72.5,65,74,11.03
414,Kruisfontein,ZA,2022-09-17 05:27:00,-34.0033,24.7314,55.89,85,100,8.19
415,Tual,ID,2022-09-17 05:27:01,-5.6667,132.75,82.09,69,100,2.71
416,Saint George,US,2022-09-17 05:22:56,37.1041,-113.5841,76.95,45,40,4.0
417,Marovoay,MG,2022-09-17 05:27:02,-16.1,46.6333,75.47,45,0,9.28
418,Kilingi-Nomme,EE,2022-09-17 05:27:02,58.1503,24.9642,51.21,98,65,5.14
419,Weatherford,US,2022-09-17 05:24:16,32.7593,-97.7972,79.34,73,0,11.5
420,Kyren,RU,2022-09-17 05:27:03,51.6828,102.1408,49.35,60,100,1.95
421,Gazli,UZ,2022-09-17 05:27:03,40.1333,63.45,81.09,15,26,9.55
422,Broome,US,2022-09-17 05:27:03,42.2506,-75.833,59.85,88,100,3.44
423,Sambava,MG,2022-09-17 05:27:04,-14.2667,50.1667,71.85,73,13,11.25
424,Yerbogachen,RU,2022-09-17 05:27:04,61.2767,108.0108,44.22,56,59,12.82
425,Uvat,RU,2022-09-17 05:27:05,59.1433,68.8953,55.11,50,80,10.89
426,El Bagre,CO,2022-09-17 05:27:05,7.5927,-74.8086,73.47,99,100,0.74
427,Banda Aceh,ID,2022-09-17 05:27:06,5.5577,95.3222,86.61,63,81,15.84
428,Palmas,BR,2022-09-17 05:27:06,-10.2128,-48.3603,78.67,78,20,1.14
429,Palu,ID,2022-09-17 05:27:06,-0.8917,119.8707,88.14,66,100,3.65
430,Birjand,IR,2022-09-17 05:27:07,32.8663,59.2211,79.27,9,0,9.22
431,Kantunilkin,MX,2022-09-17 05:27:07,21.0917,-87.45,75.27,98,85,2.68
432,Zhigalovo,RU,2022-09-17 05:27:08,54.8097,105.1578,51.98,44,43,9.13
433,Ostersund,SE,2022-09-17 05:27:08,63.1792,14.6357,48.65,93,100,10.36
434,Torres,BR,2022-09-17 05:27:09,-29.3353,-49.7269,56.82,90,4,4.41
435,Maragogi,BR,2022-09-17 05:27:09,-9.0122,-35.2225,73.29,72,31,5.03
436,Aljezur,PT,2022-09-17 05:27:10,37.3191,-8.8033,66.15,88,14,5.23
437,Morondava,MG,2022-09-17 05:27:10,-20.2833,44.2833,73.9,75,1,2.73
438,Quatre Cocos,MU,2022-09-17 05:27:10,-20.2078,57.7625,75.31,72,15,16.31
439,Canmore,CA,2022-09-17 05:27:11,51.0834,-115.3521,53.71,93,18,4.61
440,Valle Hermoso,MX,2022-09-17 05:27:12,25.6667,-97.8333,80.89,71,14,8.75
441,Albion,US,2022-09-17 05:27:12,42.2431,-84.753,66.24,94,0,0.0
442,Colquechaca,BO,2022-09-17 05:27:13,-18.6667,-66.0167,34.2,68,5,2.37
443,Parker,US,2022-09-17 05:27:13,32.7668,-97.8003,79.39,73,0,11.5
444,Gavle,SE,2022-09-17 05:27:13,60.6745,17.1417,52.92,87,98,3.0
445,Havelock,US,2022-09-17 05:27:14,34.8791,-76.9013,69.94,93,0,4.43
446,Vangaindrano,MG,2022-09-17 05:27:14,-23.35,47.6,69.26,85,93,7.63
447,Hammerfest,NO,2022-09-17 05:27:15,70.6634,23.6821,45.05,100,100,14.97
448,Hilton Head Island,US,2022-09-17 05:27:13,32.2163,-80.7526,80.98,74,75,1.01
449,Shimoda,JP,2022-09-17 05:27:15,34.6667,138.95,82.76,83,100,12.28
450,Fukue,JP,2022-09-17 05:27:16,32.6881,128.8419,82.76,74,75,14.97
451,Tripoli,LY,2022-09-17 05:25:04,32.8752,13.1875,80.01,49,0,6.02
452,Southbridge,US,2022-09-17 05:27:16,42.0751,-72.0334,55.89,94,44,4.34
453,Necochea,AR,2022-09-17 05:28:17,-38.5473,-58.7368,56.41,75,100,15.61
454,Bubaque,GW,2022-09-17 05:28:17,11.2833,-15.8333,80.78,81,93,8.14
455,Sakleshpur,IN,2022-09-17 05:28:18,12.9667,75.7833,74.19,76,89,8.66
456,Ibia,BR,2022-09-17 05:28:18,-19.4783,-46.5389,65.66,85,44,9.51
457,Sainte-Marie,RE,2022-09-17 05:28:19,-20.8968,55.5496,75.36,76,28,19.57
458,Parabel,RU,2022-09-17 05:28:19,58.6978,81.4825,55.18,68,78,3.0
459,Krasnoarmeysk,RU,2022-09-17 05:28:20,51.0239,45.6969,60.62,97,100,7.72
460,Kishtwar,IN,2022-09-17 05:28:20,33.3167,75.7667,73.27,62,0,4.36
461,Ornskoldsvik,SE,2022-09-17 05:28:20,63.2909,18.7153,50.95,100,100,8.05
462,Hede,CN,2022-09-17 05:28:21,33.7681,120.2517,77.76,81,41,10.8
463,Rio Gallegos,AR,2022-09-17 05:28:21,-51.6226,-69.2181,41.05,52,75,14.97
464,Okhotsk,RU,2022-09-17 05:28:22,59.3833,143.3,53.38,42,0,9.01
465,Port Hardy,CA,2022-09-17 05:26:05,50.6996,-127.4199,50.0,93,40,4.61
466,Kalabo,ZM,2022-09-17 05:28:22,-14.97,22.6814,63.14,41,58,6.29
467,Kuryk,KZ,2022-09-17 05:28:23,43.2,51.65,74.39,41,55,15.5
468,Hulyaypole,UA,2022-09-17 05:28:23,47.6653,36.2578,62.13,80,66,2.98
469,Avera,US,2022-09-17 05:28:24,33.194,-82.5271,65.71,70,0,6.13
470,Poltavka,RU,2022-09-17 05:28:24,54.3663,71.7632,58.44,36,6,13.51
471,Port Blair,IN,2022-09-17 05:28:05,11.6667,92.75,78.84,89,75,2.3
472,Westminster,US,2022-09-17 05:23:57,39.8367,-105.0372,63.57,55,0,5.75
473,Hokitika,NZ,2022-09-17 05:28:25,-42.7167,170.9667,53.17,57,100,4.21
474,La Primavera,CO,2022-09-17 05:28:25,5.4906,-70.4092,71.42,96,100,4.23
475,Begunitsy,RU,2022-09-17 05:28:26,59.5855,29.3176,47.93,96,99,8.03
476,Finschhafen,PG,2022-09-17 05:28:26,-6.6024,147.8681,84.06,71,84,5.41
477,Santona,ES,2022-09-17 05:28:27,43.4439,-3.4576,66.07,70,94,5.28
478,Waiouru,NZ,2022-09-17 05:28:27,-39.4833,175.6667,47.35,70,79,4.0
479,Atasu,KZ,2022-09-17 05:28:28,48.6814,71.6433,56.82,28,3,14.03
480,Canutama,BR,2022-09-17 05:28:28,-6.5339,-64.3831,76.28,65,57,1.92
481,Lashio,MM,2022-09-17 05:28:28,22.9333,97.75,82.67,63,90,1.66
482,Umarkot,PK,2022-09-17 05:28:29,25.3616,69.7362,85.32,60,99,19.26
483,Alvaraes,BR,2022-09-17 05:28:29,-3.2208,-64.8042,74.97,83,65,0.56
484,Beruwala,LK,2022-09-17 05:28:30,6.4788,79.9828,82.99,70,64,11.05
485,Vostok,RU,2022-09-17 05:24:15,46.4856,135.8833,53.04,99,100,3.44
486,Sitka,US,2022-09-17 05:28:30,57.0531,-135.33,51.69,76,0,4.61
487,Huilong,CN,2022-09-17 05:28:31,31.8111,121.655,79.57,74,27,9.28
488,Richards Bay,ZA,2022-09-17 05:28:31,-28.783,32.0377,70.0,78,8,10.92
489,Santa Isabel Do Rio Negro,BR,2022-09-17 05:28:32,-0.4139,-65.0192,72.77,98,93,2.75
490,Hervey Bay,AU,2022-09-17 05:26:00,-25.2986,152.8535,75.02,81,89,10.0
491,Kushima,JP,2022-09-17 05:28:32,31.4583,131.2333,81.07,92,100,19.04
492,Turukhansk,RU,2022-09-17 05:28:33,65.8167,87.9833,41.18,49,96,3.33
493,Guozhen,CN,2022-09-17 05:28:33,34.3659,107.359,70.47,89,100,1.88
494,Kutum,SD,2022-09-17 05:25:09,14.2,24.6667,67.96,83,97,15.41
495,Puerto Escondido,MX,2022-09-17 05:28:34,15.85,-97.0667,78.66,87,99,13.87
496,Rudnogorsk,RU,2022-09-17 05:28:34,57.2639,103.7519,52.99,48,68,8.84
497,Hangal,IN,2022-09-17 05:29:34,14.7667,75.1333,78.62,74,100,12.08
498,Novo Aripuana,BR,2022-09-17 05:29:35,-5.1206,-60.3797,80.1,59,100,2.37
499,Nautla,MX,2022-09-17 05:29:35,20.2167,-96.7833,74.23,93,99,5.46
500,Luena,AO,2022-09-17 05:29:36,-11.7833,19.9167,65.25,37,64,3.29
501,College,US,2022-09-17 05:27:03,64.8569,-147.8028,55.29,68,75,0.0
502,Poya,NC,2022-09-17 05:29:36,-21.35,165.15,76.95,58,3,7.16
503,Peniche,PT,2022-09-17 05:29:37,39.3558,-9.3811,67.28,93,50,6.53
504,Talavera,PH,2022-09-17 05:29:37,15.6167,120.9333,85.48,69,73,7.18
505,Bilma,NE,2022-09-17 05:29:37,18.6853,12.9164,87.49,38,86,8.08
506,Vuktyl,RU,2022-09-17 05:29:38,63.8567,57.3094,53.04,62,98,8.41
507,Kristiinankaupunki,FI,2022-09-17 05:29:38,62.2743,21.376,48.47,94,94,9.55
508,Bondo,CD,2022-09-17 05:29:39,3.8146,23.6866,68.99,95,100,0.27
509,Pontes E Lacerda,BR,2022-09-17 05:26:23,-15.2261,-59.3353,73.72,49,6,3.58
510,Harper,LR,2022-09-17 05:29:39,4.375,-7.7169,75.99,84,97,9.13
511,Niquero,CU,2022-09-17 05:29:40,20.0431,-77.5828,80.31,76,50,4.7
512,Sao Jose Da Coroa Grande,BR,2022-09-17 05:29:40,-8.8978,-35.1478,73.27,73,30,5.28
513,Kendari,ID,2022-09-17 05:29:40,-3.945,122.4989,86.52,58,89,5.75
514,Toora-Khem,RU,2022-09-17 05:29:41,52.4675,96.11,43.34,85,100,1.43
515,Sao Filipe,CV,2022-09-17 05:29:41,14.8961,-24.4956,77.83,82,16,8.61
516,Arcata,US,2022-09-17 05:29:42,40.8665,-124.0828,54.93,89,0,4.61
517,Westport,US,2022-09-17 05:28:12,41.1415,-73.3579,66.74,74,40,5.75
518,Oussouye,SN,2022-09-17 05:25:31,12.485,-16.5469,78.13,91,100,3.18
519,Baikunthpur,IN,2022-09-17 05:29:18,23.25,82.55,82.71,70,75,6.06
520,Rawson,AR,2022-09-17 05:29:43,-43.3002,-65.1023,44.92,80,100,12.3
521,Dukat,RU,2022-09-17 05:29:43,62.55,155.55,32.13,78,100,14.18
522,Udachnyy,RU,2022-09-17 05:29:44,66.4167,112.4,34.45,69,100,22.68
523,Zharkent,KZ,2022-09-17 05:29:44,44.1628,80.0,70.23,20,7,6.02
524,Sechura,PE,2022-09-17 05:29:45,-5.5569,-80.8222,64.18,84,22,10.31
525,Qasigiannguit,GL,2022-09-17 05:29:45,68.8193,-51.1922,35.85,96,91,0.85
526,Chivay,PE,2022-09-17 05:29:45,-15.6383,-71.6011,42.1,28,54,2.59
527,Carmarthen,GB,2022-09-17 05:29:46,51.8555,-4.3054,50.9,100,25,4.61
528,Saint Stephen,GB,2022-09-17 05:29:46,50.3333,-4.9,46.67,76,20,6.91
529,Contamana,PE,2022-09-17 05:29:47,-7.3333,-75.0167,69.91,80,32,1.63
530,Northam,GB,2022-09-17 05:29:47,51.0333,-4.2167,49.6,82,5,3.2
531,Plettenberg Bay,ZA,2022-09-17 05:29:48,-34.0527,23.3716,58.35,86,99,5.46
532,Lake City,US,2022-09-17 05:29:48,30.1897,-82.6393,73.11,88,0,0.0
533,La Tuque,CA,2022-09-17 05:29:49,47.4334,-72.7824,39.45,93,0,1.14
534,Bindura,ZW,2022-09-17 05:29:49,-17.3019,31.3306,61.18,49,0,2.08
535,Vanavara,RU,2022-09-17 05:29:49,60.34,102.2797,49.39,52,70,10.92
536,Saint-Pierre,RE,2022-09-17 05:29:50,-21.3393,55.4781,74.88,69,0,24.16
537,Lorengau,PG,2022-09-17 05:29:50,-2.0226,147.2712,85.41,63,63,10.07
538,Wamba,NG,2022-09-17 05:29:51,8.9333,8.6,70.29,98,100,2.86
539,Yara,CU,2022-09-17 05:29:51,20.2753,-76.9533,74.93,88,28,3.96
540,Nizwa,OM,2022-09-17 05:29:51,22.9333,57.5333,99.68,11,10,1.34
541,Jieshi,CN,2022-09-17 05:29:52,22.8134,115.8257,86.02,60,9,6.93
542,Bambanglipuro,ID,2022-09-17 05:29:52,-7.95,110.2833,83.91,63,93,14.76
543,Iquique,CL,2022-09-17 05:29:53,-20.2208,-70.1431,57.24,65,0,1.59
544,Redmond,US,2022-09-17 05:27:01,47.674,-122.1215,59.25,73,70,3.83
545,Sundumbili,ZA,2022-09-17 05:29:53,-29.1337,31.3975,68.94,79,37,14.63
546,Langsa,ID,2022-09-17 05:30:54,4.4683,97.9683,88.16,61,88,6.78
